ModelID,Scenario,SelectionRule,Method,SampleSize,alpha,TestStatCont,CommonStdDev,TestStatBin,FWERControl,nArms,nEps,lEpType,Arms.Mean,Arms.std.dev,Arms.Prop,Arms.alloc.ratio,EP.Corr,WI,G,test.type,info_frac,typeOfDesign,MultipleWinners,Selection,SelectionLook,SelectEndPoint,SelectionScale,SelectionCriterion,SelectionParmeter,KeepAssosiatedEps,ImplicitSSR,nSimulation,Seed,SummaryStat,plotGraphs,Parallel
53,"Normal-Binary,CombPValue,t-equal,UnPooled",Normal,CombPValue,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
54,"Normal-Binary,CombPValue,t-equal,UnPooled",Aggressive,CombPValue,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
55,"Normal-Binary,CombPValue,t-equal,UnPooled",Utra-Aggressive,CombPValue,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
56,"Normal-Binary,CER,t-equal,UnPooled",Random,CER,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
57,"Normal-Binary,CER,t-equal,UnPooled",Conservative,CER,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
58,"Normal-Binary,CER,t-equal,UnPooled",Normal,CER,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
59,"Normal-Binary,CER,t-equal,UnPooled",Aggressive,CER,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
60,"Normal-Binary,CER,t-equal,UnPooled",Utra-Aggressive,CER,350,0.025,t-equal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
61,"Normal-Binary,CombPValue,t-equal,UnPooled",Random,CombPValue,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
62,"Normal-Binary,CombPValue,t-equal,UnPooled",Conservative,CombPValue,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
63,"Normal-Binary,CombPValue,t-equal,UnPooled",Normal,CombPValue,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
64,"Normal-Binary,CombPValue,t-equal,UnPooled",Aggressive,CombPValue,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
65,"Normal-Binary,CombPValue,t-equal,UnPooled",Utra-Aggressive,CombPValue,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
66,"Normal-Binary,CER,t-equal,UnPooled",Random,CER,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,,random,,TRUE,Selection,1,100,FALSE,FALSE,TRUE
67,"Normal-Binary,CER,t-equal,UnPooled",Conservative,CER,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,-0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
68,"Normal-Binary,CER,t-equal,UnPooled",Normal,CER,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0,TRUE,Selection,1,100,FALSE,FALSE,TRUE
69,"Normal-Binary,CER,t-equal,UnPooled",Aggressive,CER,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,threshold,0.6745,TRUE,Selection,1,100,FALSE,FALSE,TRUE
70,"Normal-Binary,CER,t-equal,UnPooled",Utra-Aggressive,CER,350,0.025,t-unequal,FALSE,UnPooled,None,5,2,"list(EP1=""Continuous"",""EP2""=""Binary"")","list('EP1' = c(0,0,0,0,0),'EP2' = c(0,0,0,0,0))","list('EP1' = c(1.1,1.2,1.3, 1.4, 1.5),'EP2' = c(2.1,2.2,2.3, 2.4, 2.5))","list('EP1' = c(0.1,0.1,0.1,0.1,0.1),'EP2' = c(0.2,0.2,0.2,0.2,0.2))","c(1,1,1,1,1)","matrix(c(1,0.5,0.5,1),nrow = 2)","c(0.25,0.25,0.25,0.25, 0, 0, 0, 0)","matrix(c(0,0,0,0,1,0,0,0,
              0,0,0,0,0,1,0,0,
              0,0,0,0,0,0,1,0,
              0,0,0,0,0,0,0,1,
              0,1/3,1/3,1/3,0,0,0,0,
              1/3,0,1/3,1/3,0,0,0,0,
              1/3,1/3,0,1/3,0,0,0,0,
              1/3,1/3,1/3,0,0,0,0,0),
            nrow = nEps*(nArms-1), byrow = T)",Partly-Parametric,"c(1/2,1)",asOF,TRUE,TRUE,1,1,teststat,best,1,TRUE,Selection,1,100,FALSE,FALSE,TRUE
